_id,job_name,category
8tkj0,【PropTech數位人才招募】資深數據架構師 l AI應用發展部,AI Engineer / Researcher
8kboa,軟體技術經理,General Software Engineer
8vn90,數位資產投資分析師,Others
8n46u,現場應用實習生 Field Application Intern,Others
8vs0s,【企業永續管理研究中心】後端軟體工程師,Backend Engineer
7mgua,世新大學知識經濟發展研究院-資料分析師,Data Scientist / Analyst
8vydf,Software Engineer 軟體工程師,General Software Engineer
8a1ib,數位孿生設計工程師,General Software Engineer
6o899,Robotics Software Design Engineer,General Software Engineer
8qlik,Principal Software Engineer (AI / LLM) - 首席軟體工程師,AI Engineer / Researcher
8q25f,資深技術美術 Senior Technical Artist ﹝Programming﹞,Others
8qlbk,Senior Software Engineer (AI / LLM) - 資深軟體工程師,AI Engineer / Researcher
8tphn,"I113 (Sr.)軟體工程師, 全端開發(可遠端工作)",Fullstack Engineer
8r4fj,AI 提示工程師（Prompt Engineer）,AI Engineer / Researcher
8jsbj,資深後端工程師 Backend Developer,Backend Engineer
85ode,數據技術副理Assistant Manager of Data Technology,Others
7i8a9,AD10614 資安檢測工程師,General Software Engineer
8gigx,元大證券-計量交易部-資深量化研究員暨交易員（Senior Quantitative Researcher and Trader）,Others
8uqhp,Digital Twin Engineer,General Software Engineer
8vyz9,Senior Data Engineer,Data Engineer
8t1n2,資訊主管,Others
7swyd,【寶雅-台北總公司】系統發展處_軟體工程師,General Software Engineer
8j1zb,數據分析,Data Scientist / Analyst
8v527,AI 工程師,AI Engineer / Researcher
8snfb,Digitalization Engineer-Taoyuan,General Software Engineer
7uiwl,量化金融研究員,Others
8urib,技術美術師 (Technical Artist),Others
7xol5,軟體工程師(L1),General Software Engineer
85i67,.NET Core 工程師_7843,Backend Engineer
8w390,客戶夥伴部_客群經營專員,Others
7fxhq,【幸福企業招募】內湖總部 - 資料分析工程師 (系統開發部),Data Scientist / Analyst
8r516,研發資深工程師,General Software Engineer
8vfb8,<AI應用> AI應用工程師(NLP),AI Engineer / Researcher
8vlw8,【圖佔創易】資深 AI創新專案專員 / AI 創新專員 AI Innovation Lead / Specialist,AI Engineer / Researcher
8vu3v,RD21972 系統軟體工程師(伺服器),General Software Engineer
8qy9h,商業分析師丨Business Analyst,Others
8q3w1,【數位增長部】生成式 AI Engineer,AI Engineer / Researcher
8rdva,研發部: R&D Engineer_Batteries (電池+AI/ML專長),AI Engineer / Researcher
8bdsn,AI工程師_E312000,AI Engineer / Researcher
8mki1,AI Agent 工程師,AI Engineer / Researcher
8tho5,AI 工程師,AI Engineer / Researcher
8cxgu,Senior Software Engineer (Automated QA),QA / Automation Engineer
76d79,【風險管理】市場風險管理人員,Others
6v618,[CNS] 雲原生 DevOps／SRE 工程師（Cloud-Native DevOps / SRE Engineer）,DevOps / SRE / Cloud Engineer
79mut,法金_研發支援人員(TA)/歡迎應屆畢業生,Others
8vsfj,【金融商品部】財務工程人員_I00024811,Others
8o0kf,資深AI/機器學習研發工程師｜Senior AI/ML Engineer,AI Engineer / Researcher
73510,資料科學家,Data Scientist / Analyst
75r27,軟體工程師,General Software Engineer
8cnbo,[總公司]軟體工程師(台北區),General Software Engineer
8uzzn,Hybrid QA Engineer,QA / Automation Engineer
8uzxi,《KABAM Robotic》現場服務工程師(FAE/FSE),General Software Engineer
8q3fh,Verification Engineer,General Software Engineer
8vwlx,《KABAM Robotic》現場服務工程師(FAE/FSE),General Software Engineer
7k2f8,【SRE】Site Reliability Engineer / 網站可靠性工程師,DevOps / SRE / Cloud Engineer
8qxu5,資料工程師 (Data Software Engineer),Data Engineer
88qc7,跨平台軟體開發工程師,General Software Engineer
8v1ma,AI Engineer(AI 工程師)_BODC,AI Engineer / Researcher
8s31b,AI 工程師,AI Engineer / Researcher
8qbcr,【PropTech數位人才】資深全端工程師│實驗店,Fullstack Engineer
8j76o,遊戲機率設計工程師,General Software Engineer
845tm,"網站可靠性工程師 Site Reliability Engineer(SRE)/DevOps Engineer (AWS, Kubernetes)",DevOps / SRE / Cloud Engineer
8rerd,資產管理處-台股研究員,Others
8k7ao,【115研發替代役】AI開發工程師（生成式AI/LLM應用）,AI Engineer / Researcher
7t18k,Data Analyst,Data Scientist / Analyst
8adcs,【數位驅動】資深手動測試工程師(數數發中心，DDT)_I00012236,QA / Automation Engineer
8tpdm,資料科學家【瑟宇人工智能】,Data Scientist / Analyst
8l6q7,Edge AI Engineer_RSBU SWRD,AI Engineer / Researcher
8vtgc,Senior Business Operation Specialist,Others
8kq2a,ISP 演算法工程師 / ISP Algorithm Engineer,AI Engineer / Researcher
89j52,【資訊板塊】DevOps工程師 ( DevOps Engineer )_I00001321,DevOps / SRE / Cloud Engineer
8ou40,【資深後端工程師】｜打造 AI 賦能的數據 SaaS 平台,AI Engineer / Researcher
8vx9o,SRE工程師,DevOps / SRE / Cloud Engineer
83kqb,系統工程師,DevOps / SRE / Cloud Engineer
8sfck,Infrastructure Engineer_F62V,General Software Engineer
8s8g2,AI-Powered Full Stack Engineer (Agentic & Web)  AI 全端工程師,AI Engineer / Researcher
8j2fp,(資深)遊戲機率設計工程師(台北),General Software Engineer
8to87,Full-Stack Web Developer_自動化與智能化機器人巡檢解決方案(台北內湖),QA / Automation Engineer
7pmc6,數據分析師-Data Analysis,Data Scientist / Analyst
878rt,筆電韌體BIOS助理/專員/主管/高級工程師 (Chromebook/ThinkPad/WoS),Embedded / Firmware Engineer
8t8z7,Support Engineer,General Software Engineer
8l3ub,【活用英文】【日商】後端工程師 Software Engineer (Backend),Backend Engineer
85vpd,EVOX DevOps 雲端維運開發工程師,DevOps / SRE / Cloud Engineer
7vwye,D4000 資料科學家,Data Scientist / Analyst
7g6ez,世新大學知識經濟發展研究院-專案助理研究員,Others
8r3i9,AI 工程師（智慧醫療研發）,AI Engineer / Researcher
8kwo6,電腦視覺與機器人工程師,General Software Engineer
8q8wq,Backend Product Engineer【企業 AI 應用開發】,AI Engineer / Researcher
8i9k3,QA Engineer 測試工程師,QA / Automation Engineer
8p2a4,數據中台開發工程師,General Software Engineer
87pdz,風險管理處-信用計量應用人員,Others
8o11z,Senior Data Engineer（新加坡商手遊 / 能源sass / 網路安全 and more）- IW,Data Engineer
8vr9v,系統工程師(高雄),DevOps / SRE / Cloud Engineer
7pe3h,雲端系統工程師｜AI系統工程師｜AI/DevOps｜DevOps 工程師｜雲端工程師,AI Engineer / Researcher
87p9z,數位金融處-資料工程專業人員,Data Engineer
81x0z,資深後端⼯程師 Senior Backend Engineer,Backend Engineer
8vnfb,Senior MLOps (Edge AI) (上市公司創業團隊AI應用) -IW,AI Engineer / Researcher
7dwws,自動化軟體測試工程師  Automation Software Quality Assurance Engineer,QA / Automation Engineer
8vxst,Senior UI/UX Full stack Engineer,Frontend Engineer
8ugvz,Cloud DevOps Engineer (Taipei office),AI Engineer / Researcher
7segs,Senior DevOps Engineer (Cloud) 雲端開發運維工程師,DevOps / SRE / Cloud Engineer
8nk21,CAD自動化軟體工程師(士林),QA / Automation Engineer
87e2v,軟體開發實習生(台北),General Software Engineer
8ctvr,Data Scientist / Data Engineer,Data Scientist / Analyst
8k3ph,【2026年研發替代役】跨平台軟體開發工程師,General Software Engineer
8qdvg,資深生成式AI工程師,AI Engineer / Researcher
8cupa,資安滲透測試工程師,QA / Automation Engineer
8vt1f,軟體工程師(資料工程)_104A,Data Engineer
8qnwp,產品管理師,Others
8r3d2,日文全端工程師／AI系統工程師（正職）,AI Engineer / Researcher
7e1sl,數據工程師,Data Engineer
71j4l,後端工程師 (AI運動科技),AI Engineer / Researcher
8vs27,科技金融_企業系統開發暨維運工程師,General Software Engineer
8vwjk,Technology Analyst,Others
7zlep,Senior Backend Engineer 資深後端工程師 (Lab Team),Backend Engineer
88uya,資深AI 工程師｜Sr. AI Model Engineer,AI Engineer / Researcher
7py44,總公司【資訊系統開發部】數據ETL架構師,Data Engineer
8gh3n,碳管理軟體工程師,General Software Engineer
8hooh,生成式AI雲端應用開發工程師 - 數據分析行業,AI Engineer / Researcher
7xlli,【威脅分析中心】資安工程師,General Software Engineer
8iiyo,Quantitative Research Intern,Others
85ngs,資深軟體測試工程師,QA / Automation Engineer
8lqxs,Sr. System Software Engineer – LLM Framework,AI Engineer / Researcher
8c01d,Edge應用 軟韌體工程師（AIoT）,AI Engineer / Researcher
7xeh1,"Senior Software Engineer, Backend Development",Backend Engineer
7763m,大數據部門數據工程師,Data Engineer
8n468,現場應用工程師 Field Application Consultant,General Software Engineer
85pwg,AI系統工程師-學生實習 AI System Engineer(Intern),AI Engineer / Researcher
8d4m7,3D Technical Artist 技術美術師,Others
8r4i6,【Infra Center】系統工程師 (IT system engineer),DevOps / SRE / Cloud Engineer
8s5gz,軟體工程師(台北/台中)_14504,General Software Engineer
7h0ls,軟體設計工程師(專案開發二組),General Software Engineer
7p6rn,AI工程師,AI Engineer / Researcher
8uw80,AI應用-後端工程師,AI Engineer / Researcher
8tlge,企業資訊工程師,General Software Engineer
8gt09,*️⃣【Startup Global FinTech Company (金融科技)｜Senior C++ Engineer】提供無上限年假 / 免費高級午餐 / 享部分遠端制度每週 2 天｜BIS_233,General Software Engineer
7rkad,Data Engineer 數據工程師,Data Engineer
8r67g,風險管理處-資深財務工程人員,Others
8uv9w,資深營運稽核經理-台北-ME,Others
8pkn9,後端工程師.,Backend Engineer
8gpir,程式設計師 / 網站開發工程師,General Software Engineer
8at8h,主任工程師,General Software Engineer
8jzxq,兒童程式課程教材設計開發人員(兼職),Others
8sozh,CAD開發工程師_14571,General Software Engineer
8sovq,霹靂舞運動科學數據分析師,Data Scientist / Analyst
889ho,Machine Learning Engineer (CV) 機器學習工程師 (電腦視覺)(24013102),AI Engineer / Researcher
8uu0k,AI Data Processing Intern / AI 資料處理實習生,AI Engineer / Researcher
8jl93,Software Engineer 軟體開發工程師 (歡迎大學新鮮人),General Software Engineer
8lqe0,資深後端工程師,Backend Engineer
85yiu,資料分析工程師,Data Scientist / Analyst
8rf3e,全端開發工程師(台北),Fullstack Engineer
87usz,Back-end Engineer 後端工程師,Backend Engineer
81lto,R10100 網頁工程師,General Software Engineer
8reup,Data engineering,Data Engineer
7edni,Android Engineer_RSBU SWRD,General Software Engineer
6fpnp,資料分析師 (Data Analyst),Data Scientist / Analyst
7lxkd,【SRE】雲端服務可靠性維運工程師,DevOps / SRE / Cloud Engineer
8ouih,巨量中心AI工程師(生成式 AI),AI Engineer / Researcher
8szsp,CDN雲端運維工程師,DevOps / SRE / Cloud Engineer
8v0ck,研發部: (Senior)R&D Engineer_Batteries (電子電機+AI/ML專長),AI Engineer / Researcher
770xt,AI演算法工程師,AI Engineer / Researcher
8vfc7,資深AI軟體工程師/Senior AI Software Engineer,AI Engineer / Researcher
8tns3,【南港區】外商半導體原廠 - Business Analyst－OCS830,Others
8t66j,"Software Engineer, Senior Backend 資深後端工程師",Backend Engineer
8n5yu,資料分析師,Data Scientist / Analyst
89hlr,軟體研發工程師(P08),General Software Engineer
8tfmd,Proptech/Fintech資料科學家/AI 機器學習工程師,AI Engineer / Researcher
8twfo,SSD 資深測試工程師（Senior SSD Test Engineer）_台北,QA / Automation Engineer
8cxkj,Senior Software Engineer (DevOps / SRE),DevOps / SRE / Cloud Engineer
8bjdd,Senior Backend Engineer,Backend Engineer
8j7q1,AI資深工程師,AI Engineer / Researcher
8v7ta,Golang開發工程師,Backend Engineer
8knwn,【mo店+暨流量產品部】數據分析師,Data Scientist / Analyst
8j8qw,跨境電商儲備幹部,Others
8uinx,【財務工程師】Financial Engineer,General Software Engineer
6zlv3,【MyGo AI大數據】Proptech/Fintech資深網頁全端工程師(Full-Stack),AI Engineer / Researcher
8r4zm,R0008524: (Sr.) DevSecOps Engineer,General Software Engineer
8vgna,<AI應用> AI應用工程師(影像),AI Engineer / Researcher
8s7mu,Staff QA Engineer (79512),QA / Automation Engineer
8kboe,資深軟體技術經理,General Software Engineer
7hv1h,【RD】網頁產品開發工程師,General Software Engineer
8ttkb,資安工程師/顧問,General Software Engineer
8vzqh,Research Assistant,Others
8otz5,3D建模與數位分身模擬工程師,General Software Engineer
8pncw,軟體工程師,General Software Engineer
6z51p,【風管總合風險】市場風險財工資深人員,Others
86ir6,Senior System Integration Engineer,General Software Engineer
8cih1,軟體研發工程師(P08),General Software Engineer
7ypg2,維運工程師（SRE）,DevOps / SRE / Cloud Engineer
8vzpp,App Full Stack Engineer 手機軟體後端工程師 Django（全遠端）,Backend Engineer
8sox6,AI工程師,AI Engineer / Researcher
8o8vl,軟體開發工程師_I00021074,General Software Engineer
8veq8,【北士科】DevOps 組長,DevOps / SRE / Cloud Engineer
8ledo,RD工程師-QD-台北,General Software Engineer
8v19j,.【 薪優】【 量化交易研究員】｜從模型到實戰，挑戰極限報酬率的你，準備好了嗎？,Others
8qw1r,AI應用與IT整合架構師（儲備幹部計畫）,AI Engineer / Researcher
8skrs,產品經理,Others
8j80m,演算法實習生,AI Engineer / Researcher
8uqnq,【台北】軟體工程師（SE）,General Software Engineer
8k3po,【2026年研發替代役】Machine Learning and Signal Processing Engineer (機器學習與訊號處理工程師),AI Engineer / Researcher
8uyde,系統維運工程師,General Software Engineer
8tylt,AI量化投資分析師,AI Engineer / Researcher
8u5a5,Quantitative Trader (HFT / DeFi Focus),Others
8w3ty,系統架構師 / 資深後端工程師,Backend Engineer
8n6vw,資深應用工程師 Senior Application Engineer (18-month Contractor),General Software Engineer
8k0bz,AI專案開發部主管,AI Engineer / Researcher
8rcj8,【資安所】資安檢測研發工程師(網駭),General Software Engineer
8p8lz,LabVIEW 自動化與機器手臂開發工程師(AI 應用方向)(台北總公司),AI Engineer / Researcher
87pdh,風險管理處-資產負債風險分析人員,Others
8va1d,114年-資料工程師(專員) - 行政管理部／資訊組,Data Engineer
8hssd,後端開發工程師,Backend Engineer
8vu1g,Senior AI Engineer,AI Engineer / Researcher
4blpk,"Software Engineer, Backend Development",Backend Engineer
7yrwi,AI 工程師,AI Engineer / Researcher
6dcfl,資料工程師(資訊部),Data Engineer
5tut4,Quantitative Researcher,Others
8kn2x,Senior Data Engineer_企業資料治理_資訊處(內湖),Data Engineer
8soyh,測試工程師,QA / Automation Engineer
87ou1,風險管理處-資深行為風險控管人員,Others
83scl,Software QA Engineer_軟體測試工程師,QA / Automation Engineer
7d37i,雲端維運工程師 Cloud Maintenance Engineer 【產品四處四部】,AI Engineer / Researcher
7p8if,【科技與轉型服務】數位轉型服務-資料分析長期實習生,Data Scientist / Analyst
8vhcx,軟體工程師_14829,General Software Engineer
